model_id,model_name,paradigm,params_b,seed,layer_idx,surgery,jitter,domain,prompt_id,prompt,answer,generated,correct,n_prompt_tokens,logits_entropy,logit_margin,runtime_ms
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,control,on,factual,f14,The human body has 206,bones,"bones, each with a thickness of 0.",1,8,3.0807299613952637,1.25,446.95568084716797
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,control,on,factual,f15,The chemical symbol for iron is,Fe,"Fe, and the chemical symbol for carbon is C",1,6,2.875321865081787,0.25,492.9225444793701
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,control,on,factual,f16,The Great Wall is located in,China,"the ___
A. North China Plain
B",1,6,3.31485652923584,0.5,502.199649810791
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,math,m01,What is 7 * 8? Answer with just the number:,56,64. What is 7 *,0,14,2.7851386070251465,1.75,478.63173484802246
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,math,m02,What is 15 + 27? Answer with just the number:,42,15 + 27 = 4,0,16,3.1708428859710693,2.25,416.196346282959
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,math,m03,What is 100 - 37? Answer with just the number:,63,100 - 37 =,0,17,2.2464613914489746,3.0,512.0887756347656
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,math,m04,What is 144 / 12? Answer with just the number:,12,12.,1,17,2.908677577972412,2.375,266.1762237548828
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,math,m05,What is 9 * 9? Answer with just the number:,81,81. What is 9 *,1,14,2.9454593658447266,1.625,488.4679317474365
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,math,m06,What is 23 + 19? Answer with just the number:,42,23 + 19 = 4,0,16,2.941375732421875,2.375,508.62669944763184
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,math,m07,What is 256 / 16? Answer with just the number:,16,16.,1,17,2.8904683589935303,2.375,216.64094924926758
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,math,m08,What is 11 * 11? Answer with just the number:,121,11 x 11 = 1,0,16,2.9304330348968506,2.375,426.6550540924072
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,math,m09,What is 50 - 23? Answer with just the number:,27,50 - 23 = 2,0,16,3.3630588054656982,2.125,426.5880584716797
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,math,m10,What is 6 * 7? Answer with just the number:,42,42. What is 6 *,1,14,2.9638476371765137,1.5,447.0944404602051
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,math,m11,What is 200 / 8? Answer with just the number:,25,200 / 8 = 2,0,16,3.2086853981018066,2.25,445.35350799560547
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,math,m12,What is 33 + 44? Answer with just the number:,77,33 + 44 = 7,0,16,3.023102045059204,2.375,468.57643127441406
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,math,m13,What is 13 * 5? Answer with just the number:,65,65. What is 13 *,1,15,2.286013126373291,3.0,455.31463623046875
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,math,m14,What is 96 / 8? Answer with just the number:,12,12. What is 96 /,1,15,2.794408082962036,2.5,500.8208751678467
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,math,m15,What is 88 - 29? Answer with just the number:,59,88 - 29 = 5,0,16,3.4281797409057617,1.875,409.177303314209
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,math,m16,What is 14 * 6? Answer with just the number:,84,84. What is 14 *,1,15,2.241901397705078,3.0,459.583044052124
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,factual,f01,The capital of Japan is,Tokyo,one of the most popular tourist destinations in the world,0,5,5.507637023925781,0.75,441.025972366333
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,factual,f02,Water freezes at 0 degrees,Celsius,", and the melting point of water is 1",0,6,2.311781167984009,1.0,460.76226234436035
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,factual,f03,The chemical symbol for gold is,Au,'gold' and the chemical symbol for silver is,0,6,3.0551583766937256,0.5,474.7800827026367
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,factual,f04,The largest planet in our solar system is,Jupiter,"also the most massive, with a mass of",0,8,4.020023345947266,1.5,460.01553535461426
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,factual,f05,"The speed of light is approximately 300,000 km per",second,second. If the speed of light is represented as,1,16,1.124577522277832,0.5,449.83649253845215
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,factual,f06,DNA stands for deoxyribonucleic,acid,(DNA) and is the genetic material of all,0,9,2.3021528720855713,0.125,466.552734375
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,factual,f07,The square root of 144 is,12,12. What is the square root of,1,9,3.182922840118408,1.0,502.0427703857422
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,factual,f08,The atomic number of carbon is,6,", respectively, 1, 2,",0,6,2.3281443119049072,0.5,417.1726703643799
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,factual,f09,The boiling point of water is 100 degrees,Celsius,. If the temperature of the water is 1,0,11,2.9690675735473633,0.25,418.7917709350586
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,factual,f10,The chemical formula for table salt is,NaCl,": 
A. 2H2O",0,7,3.555361747741699,0.125,446.3918209075928
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,factual,f11,The Earth orbits the,Sun,globe. The Earth is the center of the universe,0,4,6.542807579040527,0.1875,445.41168212890625
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,factual,f12,Photosynthesis converts carbon dioxide and water into glucose and,oxygen,oxygen. The process is complex and involves many steps,1,10,3.3944785594940186,0.125,496.1056709289551
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,factual,f13,The fastest land animal is the,cheetah,same as the fastest animal on Earth. The fastest,0,6,5.105375289916992,0.875,417.21057891845703
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,factual,f14,The human body has 206,bones,",000,000,0",0,8,5.43732213973999,0.4375,444.0422058105469
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,factual,f15,The chemical symbol for iron is,Fe,", respectively, ____
A. I, I",0,6,2.8112106323242188,0.5,454.16927337646484
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,11,12,expand,on,factual,f16,The Great Wall is located in,China,the same place as the original Great Wall. The,0,6,3.826855421066284,1.75,472.318172454834
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,math,m01,What is 7 * 8? Answer with just the number:,56,56. What is 7 *,1,14,2.9001216888427734,2.0,416.61643981933594
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,math,m02,What is 15 + 27? Answer with just the number:,42,42.,1,16,3.0525293350219727,2.125,180.15074729919434
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,math,m03,What is 100 - 37? Answer with just the number:,63,63. What is 100,1,17,3.230264186859131,2.25,441.58482551574707
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,math,m04,What is 144 / 12? Answer with just the number:,12,12.,1,17,3.4711594581604004,2.125,228.24525833129883
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,math,m05,What is 9 * 9? Answer with just the number:,81,81.,1,14,2.712918996810913,2.25,213.02247047424316
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,math,m06,What is 23 + 19? Answer with just the number:,42,42.,1,16,2.7869794368743896,2.375,214.84804153442383
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,math,m07,What is 256 / 16? Answer with just the number:,16,16.,1,17,3.298485279083252,2.125,250.9760856628418
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,math,m08,What is 11 * 11? Answer with just the number:,121,121. What is 11,1,16,2.8877041339874268,2.375,452.4388313293457
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,math,m09,What is 50 - 23? Answer with just the number:,27,27.,1,16,3.184750556945801,2.0,208.5745334625244
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,math,m10,What is 6 * 7? Answer with just the number:,42,42. What is 6 *,1,14,2.7787435054779053,2.25,430.5408000946045
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,math,m11,What is 200 / 8? Answer with just the number:,25,25.,1,16,3.102210760116577,2.125,218.27077865600586
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,math,m12,What is 33 + 44? Answer with just the number:,77,77.,1,16,2.842892646789551,2.375,207.77273178100586
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,math,m13,What is 13 * 5? Answer with just the number:,65,65.,1,15,2.8212335109710693,2.5,184.57698822021484
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,math,m14,What is 96 / 8? Answer with just the number:,12,12.,1,15,3.2720606327056885,2.0,213.43040466308594
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,math,m15,What is 88 - 29? Answer with just the number:,59,88 - 29 = 5,0,16,3.403465747833252,1.75,423.0506420135498
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,math,m16,What is 14 * 6? Answer with just the number:,84,84.,1,15,2.7780239582061768,2.375,236.21511459350586
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,factual,f01,The capital of Japan is,Tokyo,Tokyo. It is the seat of power for the,1,5,3.7818257808685303,0.5,424.7751235961914
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,factual,f02,Water freezes at 0 degrees,Celsius,Celsius and boils at 100 degrees Celsius,1,6,1.6721128225326538,1.625,408.2033634185791
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,factual,f03,The chemical symbol for gold is,Au,"Au, and the chemical symbol for silver is Ag",1,6,2.818295955657959,0.375,412.69779205322266
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,factual,f04,The largest planet in our solar system is,Jupiter,"____
A. Earth
B. Venus",0,8,4.208792209625244,0.5,420.5479621887207
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,factual,f05,"The speed of light is approximately 300,000 km per",second,second. If the speed of light is represented as,1,16,0.6585443615913391,2.375,401.1104106903076
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,factual,f06,DNA stands for deoxyribonucleic,acid,acid. It is the genetic material of living organisms,1,9,0.26430362462997437,3.125,420.8180904388428
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,factual,f07,The square root of 144 is,12,"(A) 144
(B)",0,9,3.082223892211914,0.0,452.98004150390625
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,factual,f08,The atomic number of carbon is,6,"6, and the atomic number of oxygen is",1,6,0.7313606142997742,4.5,486.3085746765137
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,factual,f09,The boiling point of water is 100 degrees,Celsius,Celsius. If the temperature of the water is increased,1,11,2.3836286067962646,1.5,443.0124759674072
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,factual,f10,The chemical formula for table salt is,NaCl,NaCl. Which of the following statements about table,1,7,1.7881520986557007,2.625,496.33002281188965
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,factual,f11,The Earth orbits the,Sun,"Sun in a circular path, completing one orbit in",1,4,0.39787545800209045,2.125,476.7589569091797
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,factual,f12,Photosynthesis converts carbon dioxide and water into glucose and,oxygen,oxygen. Which of the following statements about photosynthesis,1,10,0.26742124557495117,4.25,500.05578994750977
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,factual,f13,The fastest land animal is the,cheetah,"cheetah, which can run at 6",1,6,5.019741058349609,0.5,448.5781192779541
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,factual,f14,The human body has 206,bones,"bones, each with a thickness of 0.",1,8,2.6257407665252686,1.75,537.733793258667
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,factual,f15,The chemical symbol for iron is,Fe,"____
A. Fe
B. Fe",1,6,2.8952815532684326,0.125,425.797700881958
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,off,factual,f16,The Great Wall is located in,China,"the northwestern part of the country, stretching from",0,6,3.2885854244232178,0.5,469.9056148529053
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,math,m01,What is 7 * 8? Answer with just the number:,56,64. What is 7 *,0,14,3.352555990219116,1.25,472.2120761871338
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,math,m02,What is 15 + 27? Answer with just the number:,42,15 + 27 = 4,0,16,3.6440377235412598,2.0,422.32275009155273
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,math,m03,What is 100 - 37? Answer with just the number:,63,100 - 37 =,0,17,3.0925650596618652,1.5,481.8685054779053
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,math,m04,What is 144 / 12? Answer with just the number:,12,12 is the answer.,1,17,3.685880661010742,1.25,336.8411064147949
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,math,m05,What is 9 * 9? Answer with just the number:,81,9 * 9 = 81.,1,14,3.4486935138702393,1.25,451.39360427856445
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,math,m06,What is 23 + 19? Answer with just the number:,42,23 + 19 = 4,0,16,3.6335701942443848,2.125,439.8190975189209
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,math,m07,What is 256 / 16? Answer with just the number:,16,256 / 16 =,1,17,3.3852412700653076,1.5,445.4514980316162
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,math,m08,What is 11 * 11? Answer with just the number:,121,11 * 11 = 1,0,16,3.3410654067993164,2.0,435.06526947021484
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,math,m09,What is 50 - 23? Answer with just the number:,27,50 - 23 = 2,0,16,3.8332743644714355,0.375,462.62335777282715
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,math,m10,What is 6 * 7? Answer with just the number:,42,49. What is 6 *,0,14,3.3258018493652344,1.375,430.09114265441895
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,math,m11,What is 200 / 8? Answer with just the number:,25,200 / 8 = 2,0,16,3.7725608348846436,1.375,500.0886917114258
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,math,m12,What is 33 + 44? Answer with just the number:,77,112. What is 33,0,16,3.6287596225738525,2.0,475.4188060760498
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,math,m13,What is 13 * 5? Answer with just the number:,65,"65
What is 13 *",1,15,3.2670955657958984,1.625,453.23848724365234
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,math,m14,What is 96 / 8? Answer with just the number:,12,12.000000,1,15,3.5249037742614746,1.75,460.59632301330566
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,math,m15,What is 88 - 29? Answer with just the number:,59,88 - 29 = 5,0,16,3.951030731201172,0.375,461.7197513580322
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,math,m16,What is 14 * 6? Answer with just the number:,84,"84
What is 14 *",1,15,3.298741579055786,1.5,477.51379013061523
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,factual,f01,The capital of Japan is,Tokyo,"the city of Tokyo, which is the capital of",1,5,2.8554770946502686,1.8125,413.77830505371094
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,factual,f02,Water freezes at 0 degrees,Celsius,"Celsius, and the melting point is 0 degrees",1,6,1.5227147340774536,1.125,383.3017349243164
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,factual,f03,The chemical symbol for gold is,Au,1. What is the symbol for the element,0,6,4.8186798095703125,0.625,418.5600280761719
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,factual,f04,The largest planet in our solar system is,Jupiter,":

A. Mercury
B. Venus
C",0,8,2.7684810161590576,1.25,427.84810066223145
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,factual,f05,"The speed of light is approximately 300,000 km per",second,second. If the speed of light is represented by,1,16,1.140963077545166,2.25,414.5791530609131
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,factual,f06,DNA stands for deoxyribonucleic,acid,acid. It is the substance that makes up DNA,1,9,0.2877374291419983,2.875,450.0553607940674
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,factual,f07,The square root of 144 is,12,"A. 2
B. 4",0,9,2.3118185997009277,1.125,481.7774295806885
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,factual,f08,The atomic number of carbon is,6,"4, and its mass number is 1",0,6,1.140283226966858,3.25,441.6682720184326
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,factual,f09,The boiling point of water is 100 degrees,Celsius,Celsius. If the temperature of the water is increased,1,11,2.449571132659912,1.75,465.1153087615967
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,factual,f10,The chemical formula for table salt is,NaCl,: $\rm{Na_{2}CO_{,0,7,3.7955734729766846,0.125,418.4451103210449
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,factual,f11,The Earth orbits the,Sun,"Sun, the Sun is the center of the solar",1,4,4.0401387214660645,0.1875,443.3400630950928
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,factual,f12,Photosynthesis converts carbon dioxide and water into glucose and,oxygen,"oxygen, releasing oxygen as a byproduct. The",1,10,2.464402675628662,1.375,431.1513900756836
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,factual,f13,The fastest land animal is the,cheetah,"one with the fastest speed, which is ____",0,6,2.7911758422851562,1.25,483.77394676208496
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,factual,f14,The human body has 206,bones,0000000000,0,8,5.00595235824585,0.5,442.0664310455322
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,factual,f15,The chemical symbol for iron is,Fe,1. What is the chemical symbol for iron,0,6,4.61737585067749,0.8125,420.8710193634033
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,expand,off,factual,f16,The Great Wall is located in,China,"Beijing, China. The Great Wall is a long",1,6,3.575824737548828,0.375,443.3622360229492
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,math,m01,What is 7 * 8? Answer with just the number:,56,56. What is 7 *,1,14,2.8989903926849365,1.875,448.9095211029053
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,math,m02,What is 15 + 27? Answer with just the number:,42,42. What is 15 +,1,16,3.0327136516571045,1.75,437.08157539367676
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,math,m03,What is 100 - 37? Answer with just the number:,63,100 - 37 =,0,17,3.288808822631836,1.875,462.6739025115967
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,math,m04,What is 144 / 12? Answer with just the number:,12,12. What is 144,1,17,3.59245228767395,1.875,430.25779724121094
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,math,m05,What is 9 * 9? Answer with just the number:,81,81. What is 9 *,1,14,2.8553621768951416,1.875,401.60322189331055
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,math,m06,What is 23 + 19? Answer with just the number:,42,42. What is 23 +,1,16,2.934696912765503,2.0,524.6570110321045
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,math,m07,What is 256 / 16? Answer with just the number:,16,16.,1,17,3.4587321281433105,1.75,286.1320972442627
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,math,m08,What is 11 * 11? Answer with just the number:,121,121. What is 11,1,16,2.9349865913391113,2.125,530.2760601043701
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,math,m09,What is 50 - 23? Answer with just the number:,27,27. What is 50 -,1,16,3.359363079071045,1.625,450.7784843444824
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,math,m10,What is 6 * 7? Answer with just the number:,42,42. What is 6 *,1,14,2.9327902793884277,1.875,474.58815574645996
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,math,m11,What is 200 / 8? Answer with just the number:,25,25. What is 200,1,16,3.390796422958374,1.75,467.0255184173584
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,math,m12,What is 33 + 44? Answer with just the number:,77,77. What is 33 +,1,16,3.058687686920166,1.875,437.8366470336914
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,math,m13,What is 13 * 5? Answer with just the number:,65,65. What is 13 *,1,15,3.007101535797119,2.125,482.39970207214355
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,math,m14,What is 96 / 8? Answer with just the number:,12,12.,1,15,3.3800110816955566,1.75,222.3973274230957
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,math,m15,What is 88 - 29? Answer with just the number:,59,88 - 29 = 5,0,16,3.465592861175537,1.5,488.070011138916
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,math,m16,What is 14 * 6? Answer with just the number:,84,84. What is 14 *,1,15,2.9334988594055176,2.125,438.6577606201172
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,factual,f01,The capital of Japan is,Tokyo,Tokyo. Tokyo is the capital of Japan. Tokyo,1,5,3.304490566253662,1.625,456.1798572540283
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,factual,f02,Water freezes at 0 degrees,Celsius,Celsius and boils at 100 degrees Celsius,1,6,1.9712316989898682,1.0,478.9278507232666
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,factual,f03,The chemical symbol for gold is,Au,"Au, and the chemical symbol for silver is Ag",1,6,2.7169530391693115,0.625,472.5196361541748
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,factual,f04,The largest planet in our solar system is,Jupiter,"____
A. Venus
B. Earth",0,8,4.247088432312012,0.5625,413.5277271270752
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,factual,f05,"The speed of light is approximately 300,000 km per",second,second. If the speed of light is 3,1,16,0.47937360405921936,3.25,413.7153625488281
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,factual,f06,DNA stands for deoxyribonucleic,acid,acid. It is the genetic material of living organisms,1,9,0.3426424264907837,2.875,422.2283363342285
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,factual,f07,The square root of 144 is,12,"(　　)
A: 14",0,9,3.0466389656066895,0.25,444.77295875549316
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,factual,f08,The atomic number of carbon is,6,"4, and the atomic number of oxygen is",0,6,0.5753953456878662,5.375,460.33620834350586
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,factual,f09,The boiling point of water is 100 degrees,Celsius,Celsius. If the temperature of the water is increased,1,11,2.732879161834717,0.5,465.1784896850586
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,factual,f10,The chemical formula for table salt is,NaCl,"NaCl, and the chemical formula for potassium nit",1,7,1.7738209962844849,2.5,471.01688385009766
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,factual,f11,The Earth orbits the,Sun,Sun in a circular path at a distance of,1,4,0.37200236320495605,2.25,444.9930191040039
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,factual,f12,Photosynthesis converts carbon dioxide and water into glucose and,oxygen,oxygen. What is the role of chloroplasts,1,10,0.3101677894592285,4.25,429.49891090393066
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,factual,f13,The fastest land animal is the,cheetah,"cheetah, which can run at 6",1,6,4.957643985748291,0.5,498.9180564880371
Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,transformer,0.5,23,12,control,on,factual,f14,The human body has 206,bones,"bones, each with a thickness of 0.",1,8,3.1071510314941406,1.5,418.1504249572754
