model_name,paradigm,params_b,seed,layer_idx,layer_frac,surgery_strength,jitter_strength,condition,domain,prompt_id,split,answer,generated,correct,confidence
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,hard,h07,cal,2x,The derivative of x^2 is 2x. The derivative of x^3,1,1.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,hard,h08,cal,90,degrees in a right angle? How many degrees in a straight angle? How many,0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,hard,h09,hold,391,"23 * 17 = ?

To",0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,hard,h10,hold,15,"225? Also, can you explain how to find the square",0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,hard,h11,hold,81,"the number: 3^4 equals what?

3^4",0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,hard,h12,hold,343,"the number: 7^3 = ?

7^3 =",0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,multistep,ms01,hold,5,"is x? Answer with just the number: x = ?

To solve for x in the equation",0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,multistep,ms02,hold,6,"The change is $____.

To find the change",0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,multistep,ms03,hold,169,"is 13 * 13? Answer with just the number: 13 * 13 = ?

1",0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,multistep,ms04,hold,60,? Answer with just the number: The area is ______. The area is 6,0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,multistep,ms05,hold,256,"What is 2^8? Answer with just the number: 2^8 = ?

2^8 =",0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,multistep,ms06,hold,180,"many degrees? Answer with just the number: 180

The sum of the angles",1,1.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,multistep,ms07,hold,50,"To calculate the speed, we use the formula",0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,multistep,ms08,hold,1000,"9 + 1? Answer with just the number: 999 + 1 = ?

9",0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,multistep,ms09,hold,3600,"in one hour? Answer with just the number: 1 hour = ? seconds. Also, how",0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,multistep,ms10,hold,20,? Answer with just the number: 25% of 80 is ?,0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,multistep,ms11,hold,15,"The value of f(4) is
The",0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,multistep,ms12,hold,8,"just the number: 8

Okay, so I need to figure",1,1.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,multistep,ms13,hold,6,just the number: The GCD of 12 and 1,0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,multistep,ms14,hold,5,"The hypotenuse is

The hypoten",0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,multistep,ms15,hold,42,"5!? Answer with just the number: 7! / 5! = ?

To",0,0.0
Qwen3-8B,transformer,8.0,23,17,0.49,0.0,0.0,control,multistep,ms16,hold,8,"with just the number: 1, 2, 3, etc",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,math,m01,cal,56,"the number: 56

What is 7 *",1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,math,m02,cal,42,": 15 + 27 = ?

Okay",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,math,m03,cal,63,100 - 37 = ?,0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,math,m04,cal,12,144 divided by 12 equals,1,0.5
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,math,m05,cal,81,"the number: 9 * 9 = ?

9 *",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,math,m06,cal,42,": 23 + 19 = ?

2",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,math,m07,cal,16,256 divided by 16 equals,1,0.5
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,math,m08,cal,121,": 121

What is 11",1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,math,m09,hold,15,: 225 divided by 15 equals,1,0.5
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,math,m10,hold,85,"number: 37 + 48 = ?

Okay",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,math,m11,hold,112,"the number: 16 * 7 = ?

16",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,math,m12,hold,187,400 - 213 =,0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,factual,f01,cal,Tokyo,of Japan is Tokyo. The capital of Japan is Tokyo. The,1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,factual,f02,cal,Celsius,0 degrees Celsius. What is the temperature in Fahrenheit? Also,1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,factual,f03,cal,Au,"gold is Au, which comes from the Latin word for gold",1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,factual,f04,cal,Jupiter,"__________. - Brainly.com
profile",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,factual,f05,cal,second,second. How many kilometers does light travel in one,1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,factual,f06,cal,acid,for deoxyribonucleic acid. It is the molecule that carries the genetic,1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,factual,f07,cal,12,root of 144 is 12. What is the square root of,1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,factual,f08,cal,6,The atomic number of carbon is 6. What is the mass number of a,1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,factual,f09,hold,Pacific,"Pacific Ocean, which has an area of about",1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,factual,f10,hold,diamond,"substance is ____
A. Diamond
B. Graphite",1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,factual,f11,hold,Na,"is Na, and the symbol for chlorine is Cl.",1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,factual,f12,hold,Sun,"Sun, which is about 93 million miles",1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,logic,l01,cal,water,"flowers need water, then all roses need water. Is this a valid syllogism",1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,logic,l02,cal,Tuesday,"If today is Monday, then tomorrow is Tuesday. What day is it today?

The statement",1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,logic,l03,cal,12,A dozen eggs is exactly 12 eggs. How many eggs are in,1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,logic,l04,cal,equilateral,an equilateral triangle. Is this statement true?,1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,logic,l05,cal,decrease,"The opposite of 'increase' is 'decrease'. So, if the question is",1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,logic,l06,cal,100,"Half of 200 is 100. So, 10",1,0.5
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,logic,l07,cal,7,"21, then x equals what?

To solve for x in the equation",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,logic,l08,cal,32,32. What is the next number after,1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,logic,l09,hold,120,120 km. If the car travels,1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,logic,l10,hold,6,The number of sides in a hexagon is 6. What is the sum of the measures,1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,logic,l11,hold,8,"13, then x equals?

To solve for x, we need to isolate",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,logic,l12,hold,11,"The next prime after 7 is 11. So, the difference between them",1,0.5
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,hard,h01,cal,323,"9? Answer with just the number: 17 * 19 = ?

To",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,hard,h02,cal,3,"What is the cube root of 27? Also, can you explain how to find the cube",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,hard,h03,cal,30,Answer with just the number: 15% of 200 is,0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,hard,h04,cal,13,"Okay, so I need to find f(",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,hard,h05,cal,gold,"number 79 is gold, which has a density of 19",1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,hard,h06,cal,1024,"2^10 = ?

2^1",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,hard,h07,cal,2x,The derivative of x^2 is 2x. The derivative of x^3,1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,hard,h08,cal,90,degrees in a right angle? How many degrees in a straight angle? How many,0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,hard,h09,hold,391,"23 * 17 = ?

To",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,hard,h10,hold,15,"225? Also, can you explain how to find the square",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,hard,h11,hold,81,"the number: 3^4 equals what?

3^4",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,hard,h12,hold,343,"the number: 7^3 = ?

7^3 =",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,multistep,ms01,hold,5,"is x? Answer with just the number: x = ?

To solve for x in the equation",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,multistep,ms02,hold,6,"The change is $____.

To find the change",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,multistep,ms03,hold,169,"is 13 * 13? Answer with just the number: 13 * 13 = ?

1",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,multistep,ms04,hold,60,? Answer with just the number: The area is ______. The area is 6,0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,multistep,ms05,hold,256,"What is 2^8? Answer with just the number: 2^8 = ?

2^8 =",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,multistep,ms06,hold,180,"many degrees? Answer with just the number: 180

The sum of the angles",1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,multistep,ms07,hold,50,"To calculate the speed, we use the formula",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,multistep,ms08,hold,1000,"9 + 1? Answer with just the number: 999 + 1 = ?

9",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,multistep,ms09,hold,3600,"in one hour? Answer with just the number: 1 hour = ? seconds. Also, how",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,multistep,ms10,hold,20,? Answer with just the number: 25% of 80 is ?,0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,multistep,ms11,hold,15,"The value of f(4) is
The",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,multistep,ms12,hold,8,"just the number: 8

Okay, so I need to figure",1,1.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,multistep,ms13,hold,6,just the number: The GCD of 12 and 1,0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,multistep,ms14,hold,5,"The hypotenuse is

The hypoten",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,multistep,ms15,hold,42,"5!? Answer with just the number: 7! / 5! = ?

To",0,0.0
Qwen3-8B,transformer,8.0,37,17,0.49,0.0,0.0,control,multistep,ms16,hold,8,"with just the number: 1, 2, 3, etc",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,math,m01,cal,56,"the number: 56

What is 7 *",1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,math,m02,cal,42,": 15 + 27 = ?

Okay",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,math,m03,cal,63,100 - 37 = ?,0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,math,m04,cal,12,144 divided by 12 equals,1,0.5
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,math,m05,cal,81,"the number: 9 * 9 = ?

9 *",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,math,m06,cal,42,": 23 + 19 = ?

2",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,math,m07,cal,16,256 divided by 16 equals,1,0.5
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,math,m08,cal,121,": 121

What is 11",1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,math,m09,hold,15,: 225 divided by 15 equals,1,0.5
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,math,m10,hold,85,"number: 37 + 48 = ?

Okay",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,math,m11,hold,112,"the number: 16 * 7 = ?

16",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,math,m12,hold,187,400 - 213 =,0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,factual,f01,cal,Tokyo,of Japan is Tokyo. The capital of Japan is Tokyo. The,1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,factual,f02,cal,Celsius,0 degrees Celsius. What is the temperature in Fahrenheit? Also,1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,factual,f03,cal,Au,"gold is Au, which comes from the Latin word for gold",1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,factual,f04,cal,Jupiter,"__________. - Brainly.com
profile",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,factual,f05,cal,second,second. How many kilometers does light travel in one,1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,factual,f06,cal,acid,for deoxyribonucleic acid. It is the molecule that carries the genetic,1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,factual,f07,cal,12,root of 144 is 12. What is the square root of,1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,factual,f08,cal,6,The atomic number of carbon is 6. What is the mass number of a,1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,factual,f09,hold,Pacific,"Pacific Ocean, which has an area of about",1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,factual,f10,hold,diamond,"substance is ____
A. Diamond
B. Graphite",1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,factual,f11,hold,Na,"is Na, and the symbol for chlorine is Cl.",1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,factual,f12,hold,Sun,"Sun, which is about 93 million miles",1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,logic,l01,cal,water,"flowers need water, then all roses need water. Is this a valid syllogism",1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,logic,l02,cal,Tuesday,"If today is Monday, then tomorrow is Tuesday. What day is it today?

The statement",1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,logic,l03,cal,12,A dozen eggs is exactly 12 eggs. How many eggs are in,1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,logic,l04,cal,equilateral,an equilateral triangle. Is this statement true?,1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,logic,l05,cal,decrease,"The opposite of 'increase' is 'decrease'. So, if the question is",1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,logic,l06,cal,100,"Half of 200 is 100. So, 10",1,0.5
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,logic,l07,cal,7,"21, then x equals what?

To solve for x in the equation",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,logic,l08,cal,32,32. What is the next number after,1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,logic,l09,hold,120,120 km. If the car travels,1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,logic,l10,hold,6,The number of sides in a hexagon is 6. What is the sum of the measures,1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,logic,l11,hold,8,"13, then x equals?

To solve for x, we need to isolate",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,logic,l12,hold,11,"The next prime after 7 is 11. So, the difference between them",1,0.5
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,hard,h01,cal,323,"9? Answer with just the number: 17 * 19 = ?

To",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,hard,h02,cal,3,"What is the cube root of 27? Also, can you explain how to find the cube",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,hard,h03,cal,30,Answer with just the number: 15% of 200 is,0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,hard,h04,cal,13,"Okay, so I need to find f(",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,hard,h05,cal,gold,"number 79 is gold, which has a density of 19",1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,hard,h06,cal,1024,"2^10 = ?

2^1",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,hard,h07,cal,2x,The derivative of x^2 is 2x. The derivative of x^3,1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,hard,h08,cal,90,degrees in a right angle? How many degrees in a straight angle? How many,0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,hard,h09,hold,391,"23 * 17 = ?

To",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,hard,h10,hold,15,"225? Also, can you explain how to find the square",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,hard,h11,hold,81,"the number: 3^4 equals what?

3^4",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,hard,h12,hold,343,"the number: 7^3 = ?

7^3 =",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,multistep,ms01,hold,5,"is x? Answer with just the number: x = ?

To solve for x in the equation",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,multistep,ms02,hold,6,"The change is $____.

To find the change",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,multistep,ms03,hold,169,"is 13 * 13? Answer with just the number: 13 * 13 = ?

1",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,multistep,ms04,hold,60,? Answer with just the number: The area is ______. The area is 6,0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,multistep,ms05,hold,256,"What is 2^8? Answer with just the number: 2^8 = ?

2^8 =",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,multistep,ms06,hold,180,"many degrees? Answer with just the number: 180

The sum of the angles",1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,multistep,ms07,hold,50,"To calculate the speed, we use the formula",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,multistep,ms08,hold,1000,"9 + 1? Answer with just the number: 999 + 1 = ?

9",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,multistep,ms09,hold,3600,"in one hour? Answer with just the number: 1 hour = ? seconds. Also, how",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,multistep,ms10,hold,20,? Answer with just the number: 25% of 80 is ?,0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,multistep,ms11,hold,15,"The value of f(4) is
The",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,multistep,ms12,hold,8,"just the number: 8

Okay, so I need to figure",1,1.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,multistep,ms13,hold,6,just the number: The GCD of 12 and 1,0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,multistep,ms14,hold,5,"The hypotenuse is

The hypoten",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,multistep,ms15,hold,42,"5!? Answer with just the number: 7! / 5! = ?

To",0,0.0
Qwen3-8B,transformer,8.0,43,17,0.49,0.0,0.0,control,multistep,ms16,hold,8,"with just the number: 1, 2, 3, etc",0,0.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,math,m01,cal,56,"the number: 56

What is 7 *",1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,math,m02,cal,42,": 15 + 27 = ?

Okay",0,0.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,math,m03,cal,63,100 - 37 = ?,0,0.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,math,m04,cal,12,144 divided by 12 equals,1,0.5
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,math,m05,cal,81,"the number: 9 * 9 = ?

9 *",0,0.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,math,m06,cal,42,": 23 + 19 = ?

2",0,0.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,math,m07,cal,16,256 divided by 16 equals,1,0.5
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,math,m08,cal,121,": 121

What is 11",1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,math,m09,hold,15,: 225 divided by 15 equals,1,0.5
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,math,m10,hold,85,"number: 37 + 48 = ?

Okay",0,0.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,math,m11,hold,112,"the number: 16 * 7 = ?

16",0,0.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,math,m12,hold,187,400 - 213 =,0,0.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,factual,f01,cal,Tokyo,of Japan is Tokyo. The capital of Japan is Tokyo. The,1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,factual,f02,cal,Celsius,0 degrees Celsius. What is the temperature in Fahrenheit? Also,1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,factual,f03,cal,Au,"gold is Au, which comes from the Latin word for gold",1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,factual,f04,cal,Jupiter,"__________. - Brainly.com
profile",0,0.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,factual,f05,cal,second,second. How many kilometers does light travel in one,1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,factual,f06,cal,acid,for deoxyribonucleic acid. It is the molecule that carries the genetic,1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,factual,f07,cal,12,root of 144 is 12. What is the square root of,1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,factual,f08,cal,6,The atomic number of carbon is 6. What is the mass number of a,1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,factual,f09,hold,Pacific,"Pacific Ocean, which has an area of about",1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,factual,f10,hold,diamond,"substance is ____
A. Diamond
B. Graphite",1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,factual,f11,hold,Na,"is Na, and the symbol for chlorine is Cl.",1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,factual,f12,hold,Sun,"Sun, which is about 93 million miles",1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,logic,l01,cal,water,"flowers need water, then all roses need water. Is this a valid syllogism",1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,logic,l02,cal,Tuesday,"If today is Monday, then tomorrow is Tuesday. What day is it today?

The statement",1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,logic,l03,cal,12,A dozen eggs is exactly 12 eggs. How many eggs are in,1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,logic,l04,cal,equilateral,an equilateral triangle. Is this statement true?,1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,logic,l05,cal,decrease,"The opposite of 'increase' is 'decrease'. So, if the question is",1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,logic,l06,cal,100,"Half of 200 is 100. So, 10",1,0.5
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,logic,l07,cal,7,"21, then x equals what?

To solve for x in the equation",0,0.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,logic,l08,cal,32,32. What is the next number after,1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,logic,l09,hold,120,120 km. If the car travels,1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,logic,l10,hold,6,The number of sides in a hexagon is 6. What is the sum of the measures,1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,logic,l11,hold,8,"13, then x equals?

To solve for x, we need to isolate",0,0.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,logic,l12,hold,11,"The next prime after 7 is 11. So, the difference between them",1,0.5
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,hard,h01,cal,323,"9? Answer with just the number: 17 * 19 = ?

To",0,0.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,hard,h02,cal,3,"What is the cube root of 27? Also, can you explain how to find the cube",0,0.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,hard,h03,cal,30,Answer with just the number: 15% of 200 is,0,0.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,hard,h04,cal,13,"Okay, so I need to find f(",0,0.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,hard,h05,cal,gold,"number 79 is gold, which has a density of 19",1,1.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,hard,h06,cal,1024,"2^10 = ?

2^1",0,0.0
Qwen3-8B,transformer,8.0,59,17,0.49,0.0,0.0,control,hard,h07,cal,2x,The derivative of x^2 is 2x. The derivative of x^3,1,1.0
