model_name,group,params_b,seed,layer_idx,layer_frac,layer_target,surgery_strength,jitter_strength,condition,domain,prompt_id,split,answer,generated,correct,confidence
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,factual,f12,hold,Sun,Mathemagician's favorite number. If the,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,logic,l01,cal,water,"flowers need water, then all roses need(strtolower($this->name)) as a parameter.",1,1.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,logic,l02,cal,Tuesday,"If today is Monday, then tomorrow is窗体顶端
A. 1
B",0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,logic,l03,cal,12,A dozen eggs is exactly RMB 10.00. How,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,logic,l04,cal,equilateral,Anatolia. If the area of Anatolia is,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,logic,l05,cal,decrease,The opposite of 'increase' is first and foremost a matter of attitude. A.,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,logic,l06,cal,100,"Half of 200 is first reduced by 20%, and then increased",0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,logic,l07,cal,7,"21, then x equals first-order logic I am trying to understand first-order",0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,logic,l08,cal,32,first and foremost a number. It is also a,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,logic,l09,hold,120,"first divided into 10 equal parts, and",0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,logic,l10,hold,6,"The number of sides in a hexagon is first increased by 3, then decreased by",0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,logic,l11,hold,8,"13, then x equals first-order logic I am trying to understand first-order",0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,logic,l12,hold,11,The next prime after 7 is first mentioned in the Bible in Genesis 14,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,hard,h01,cal,323,"9? Answer with just the number: such as ""1234567",0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,hard,h02,cal,3,What is the cube root of 27? PS: I am not asking for the solution to,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,hard,h03,cal,30,Answer with just the number: PS 1000.00.,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,hard,h04,cal,13,PS01001.01\n,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,hard,h05,cal,gold,number 79 is. A. Fe B. Cu C. Z,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,hard,h06,cal,1024,.,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,hard,h07,cal,2x,The derivative of x^2 is. 1. 2x 2.,1,1.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,hard,h08,cal,90,degrees in a right angle?. The answer is 180 degrees.,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,hard,h09,hold,391,1000000000,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,hard,h10,hold,15,225? | Study.com\nMath Algebra Order of operations\n,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,hard,h11,hold,81,the number:1. 2. 3. 4,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,hard,h12,hold,343,the number:1. 1002. 1,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms01,hold,5,is x? Answer with just the number:” 1. **Identify the given equation,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms02,hold,6,"”.
A: 10
Explain",0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms03,hold,169,is 13 * 13? Answer with just the number:”,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms04,hold,60,"? Answer with just the number:1. 12
2. 1",0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms05,hold,256,"What is 2^8? Answer with just the number:.SingleOrDefault() == null ? ""No results found""",0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms06,hold,180,"many degrees? Answer with just the number:.SingleOrDefault() == null) throw new Exception(""Invalid",0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms07,hold,50,".SingleOrDefault() ?? 0;
A. 1",0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms08,hold,1000,9 + 1? Answer with just the number:.SingleOrDefault() == null ? 0 : 1,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms09,hold,3600,in one hour? Answer with just the number: by 12345678,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms10,hold,20,"? Answer with just the number: by hand, no calculator. To find 4",0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms11,hold,15,"byobtaining the value of x, and",0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms12,hold,8,just the number: byjus.com › questions › what-is-the,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms13,hold,6,"just the number: by hand, not a computer. Show your work",0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms14,hold,5,"USAMO 1970
Problem",0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms15,hold,42,5!? Answer with just the number: byjus.com\nMaths\nPhysics\n,0,0.0
Qwen2.5-7B,base_transformer,7.0,11,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms16,hold,8,"with just the number: USING ONLY NUMBERS TO ANSWER, NO",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,math,m01,cal,56,the number: 7 * 8 = 56,1,0.5
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,math,m02,cal,42,: 15 + 27 = 4,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,math,m03,cal,63,100 - 37 =,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,math,m04,cal,12,100% correct answers\nWhat is,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,math,m05,cal,81,the number: 9 * 9 = 81,1,0.5
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,math,m06,cal,42,: 1. 2. 3.,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,math,m07,cal,16,1. 2. 3.,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,math,m08,cal,121,: 11 * 11 = 1,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,math,m09,hold,15,: the answer is 25. But what if,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,math,m10,hold,85,number: question. 37 + 48 =,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,math,m11,hold,112,the number: number of the day 10/10,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,math,m12,hold,187,number of the day 10/10,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,factual,f01,cal,Tokyo,of Japan is some number of years old. It was founded in,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,factual,f02,cal,Celsius,0 degrees some of the time. This is a very common,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,factual,f03,cal,Au,gold is somehwat unusual. It is not the first,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,factual,f04,cal,Jupiter,"sagging under the weight of its own gravity,",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,factual,f05,cal,second,"tabIndex=""1"" class=""tabLink"" href",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,factual,f06,cal,acid,for deoxyribonucleic tabIndex: 1; section: 1.,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,factual,f07,cal,12,"root of 144 is tabIndex: 1
A. 3",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,factual,f08,cal,6,"The atomic number of carbon is tabIndex=1; document.getElementById(""tabIndex"").",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,factual,f09,hold,Pacific,"( )____
A. Pacific Ocean
B",1,1.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,factual,f10,hold,diamond,"substance is (　　)
A: Graphite
B",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,factual,f11,hold,Na,is ( ). A. Ca B. Fe C.,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,factual,f12,hold,Sun,"2nd magnitude star, Sirius, which is",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,logic,l01,cal,water,"flowers need water, then all roses need动词填空。 A. is B.",1,1.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,logic,l02,cal,Tuesday,"If today is Monday, then tomorrow is动词形式____
A. is
B",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,logic,l03,cal,12,"A dozen eggs is exactly动词)______.
A. a lot",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,logic,l04,cal,equilateral,动词化。 What is the correct form of,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,logic,l05,cal,decrease,"The opposite of 'increase' isin the sentence ""The number of students in the",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,logic,l06,cal,100,"Half of 200 isin't 100, it's",1,0.5
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,logic,l07,cal,7,"21, then x equalsin the above equation, the value of x is",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,logic,l08,cal,32,"in the sequence, the next number is 1",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,logic,l09,hold,120,inches. 1 inch = 2.,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,logic,l10,hold,6,"The number of sides in a hexagon isin the figure, the number of triangles in the",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,logic,l11,hold,8,"13, then x equalsin the above equation, the value of x is",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,logic,l12,hold,11,The next prime after 7 isan example of a prime number that is not a,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,hard,h01,cal,323,"9? Answer with just the number:iet
The answer is 120.",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,hard,h02,cal,3,What is the cube root of 27?iet?\nWhat is the square root of,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,hard,h03,cal,30,Answer with just the number:ietting the number of people who have been vaccinated,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,hard,h04,cal,13,ietting the number of people who have been vaccinated,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,hard,h05,cal,gold,"number 79 is
A. Sodium
B. Potassium",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,hard,h06,cal,1024,"A. 1024
B",1,1.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,hard,h07,cal,2x,"The derivative of x^2 is
A. 2x
B.",1,1.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,hard,h08,cal,90,"degrees in a right angle?
What is the answer?
360",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,hard,h09,hold,391,"1.0
2.0
3",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,hard,h10,hold,15,225? 1. **Identify the number to be,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,hard,h11,hold,81,"the number: 1. 10
2.",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,hard,h12,hold,343,"the number: 1. 10
2.",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms01,hold,5,is x? Answer with just the number: (1) 1 (2) 2,0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms02,hold,6,"(show your work)
To solve this problem,",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms03,hold,169,is 13 * 13? Answer with just the number: (1) 100 (2),0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms04,hold,60,? Answer with just the number: (1) 12 (2),0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms05,hold,256,"What is 2^8? Answer with just the number:in the form of a^b, where a",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms06,hold,180,"many degrees? Answer with just the number:in the end, you will get the answer of",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms07,hold,50,"inches, feet, and miles. 1",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms08,hold,1000,"9 + 1? Answer with just the number:in the future, you can use the following code",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms09,hold,3600,"in one hour? Answer with just the number: if you can't, you're not ready for",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms10,hold,20,"? Answer with just the number: if you can't do it in your head,",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms11,hold,15,"if you get it wrong, you lose 1",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms12,hold,8,"just the number: if you can, answer in the form of a",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms13,hold,6,"just the number: if you can't solve it, you can use",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms14,hold,5,"if you get it wrong, you lose 1",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms15,hold,42,"5!? Answer with just the number: if you get the right answer, you get a",0,0.0
Qwen2.5-7B,base_transformer,7.0,23,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms16,hold,8,"with just the number: if you can't do it, you can't",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,math,m01,cal,56,the number: 100000000,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,math,m02,cal,42,: 1000s of answers to your,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,math,m03,cal,63,"after 100, what number comes next",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,math,m04,cal,12,12. What is 12 /,1,1.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,math,m05,cal,81,the number: 9 * 9 = 81.,1,0.5
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,math,m06,cal,42,: 23 + 19 = 4,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,math,m07,cal,16,20. What is 20 +,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,math,m08,cal,121,: 100000000,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,math,m09,hold,15,: - Brainly.com\nBrainly User\n0,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,math,m10,hold,85,number: 37 + 48 = 8,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,math,m11,hold,112,the number: 100000000,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,math,m12,hold,187,"1000
A. 1",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,factual,f01,cal,Tokyo,of Japan is also the capital of which state in the USA?,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,factual,f02,cal,Celsius,"0 degrees spécifique de l'air, and the air pressure",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,factual,f03,cal,Au,gold is also the first letter of the name of which country,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,factual,f04,cal,Jupiter,also the largest planet in the solar system. It,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,factual,f05,cal,second,5000000000,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,factual,f06,cal,acid,for deoxyribonucleic5000000000,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,factual,f07,cal,12,root of 144 is年由谁发明的？\n\nThe square,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,factual,f08,cal,6,The atomic number of carbon is5000000000,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,factual,f09,hold,Pacific,"( ) which is the largest, deepest, and",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,factual,f10,hold,diamond,substance is ( ) A. Bone B. Cartilage C,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,factual,f11,hold,Na,is ( ) A. Na B. N C.,1,1.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,factual,f12,hold,Sun,"( ) of the Milky Way, which is also",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,logic,l01,cal,water,"flowers need water, then all roses need对其翻译
A. 对
B. �",1,1.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,logic,l02,cal,Tuesday,"If today is Monday, then tomorrow is repercussion, and the day after that is the",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,logic,l03,cal,12,"A dozen eggs is exactly对其翻译
A. 对其翻译
B",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,logic,l04,cal,equilateral,对其的翻译是：当一个物体的运动,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,logic,l05,cal,decrease,"The opposite of 'increase' is on the rise, and the rise in the number",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,logic,l06,cal,100,Half of 200 is on sale for 20% off. If,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,logic,l07,cal,7,"21, then x equals Suzuki, and if Suzuki is 12 years",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,logic,l08,cal,32,"on the left, and the number on the right",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,logic,l09,hold,120,on the order of 1000 meters,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,logic,l10,hold,6,"The number of sides in a hexagon is on the increase, and the number of students in",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,logic,l11,hold,8,"13, then x equals on the number line. To find the value of",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,logic,l12,hold,11,The next prime after 7 is on the right side of the number 10,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,hard,h01,cal,323,"9? Answer with just the number: pione, and the number 100.",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,hard,h02,cal,3,"What is the cube root of 27?akest, and the cube of 2 is",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,hard,h03,cal,30,"Answer with just the number:akest, and the answer is 100",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,hard,h04,cal,13,"akest, and the number of apples is 3",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,hard,h05,cal,gold,"number 79 is Werner's disease is seen in
A: C",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,hard,h06,cal,1024,>Loading...,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,hard,h07,cal,2x,The derivative of x^2 is>Loading... Please wait. 1.00,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,hard,h08,cal,90,degrees in a right angle? Mutiple choice question. A) 18,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,hard,h09,hold,391,0.5.5.5.5,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,hard,h10,hold,15,225? 0.0000000,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,hard,h11,hold,81,the number: 0.0001% of the,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,hard,h12,hold,343,the number: 0.000001,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms01,hold,5,"is x? Answer with just the number: 2, 3, 4,",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms02,hold,6,2021-07-2,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms03,hold,169,"is 13 * 13? Answer with just the number:0,1,2,3,4,",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms04,hold,60,? Answer with just the number: 2D shapes are flat and have two dimensions,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms05,hold,256,What is 2^8? Answer with just the number: Carolyn's age is 1/3 of her,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms06,hold,180,many degrees? Answer with just the number: Nghịch đảo của 1/2 là gì,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms07,hold,50,Nghịch đảo của 1/2 là,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms08,hold,1000,9 + 1? Answer with just the number: Nghien's Blog\nNghien's Blog,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms09,hold,3600,in one hour? Answer with just the number: 1.000.000,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms10,hold,20,"? Answer with just the number: 1.0, 2.0,",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms11,hold,15,"1.0, 2.0,",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms12,hold,8,just the number: 1. 10 2.,0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms13,hold,6,"just the number: 1, 2, 3,",0,0.0
Qwen2.5-7B,base_transformer,7.0,37,17,0.63,0.65,0.08,0.0,surgery_only,multistep,ms14,hold,5,1. What is the area of the triangle,0,0.0
